0.493593 0.685803 1.129961e-62
0.314149 0.392713 1.423661e-62
0.183395 0.281584 1.793701e-62
0.088040 0.217205 2.259921e-62
0.436297 0.507833 2.847322e-62
0.482020 0.612986 3.587401e-62
0.645848 0.937204 4.519842e-62
0.906732 1.039502 5.694644e-62
1.067248 2.774013 7.174802e-62
