0.000000 0.000000 0.000000
0.000000 0.000000 610.036789
0.000000 0.000000 781.609635
0.000000 0.000000 1048.500730
0.000000 0.000000 1353.519125
0.000000 0.000000 2554.529052
0.000000 0.000000 3393.329636
0.000000 0.000000 3869.920878
0.000218 0.000000 5909.731389
0.000655 0.000000 7053.550368
0.000000 0.000000 9283.997376
0.000000 0.000000 10580.325552
0.000000 0.000000 11095.044092
0.000582 0.000000 11647.889932
0.000000 0.000000 12029.162925
0.000000 0.000000 12276.990370
-0.099542 0.000000 21198.778403
0.000000 0.000000 25297.463076
0.000218 0.000000 30158.693735
-0.099956 0.000000 39728.645856
-0.098993 0.000000 39862.091404
0.000291 0.000000 40224.300747
-0.099338 0.000000 41692.201769
0.000305 0.000000 47239.723816
-0.099479 0.000000 47620.996809
0.000364 0.000000 52062.827175
-0.099714 0.000000 60279.260172
0.000405 0.000000 61709.033895
-0.099638 0.000000 63062.553019
-0.099724 0.000000 67046.855795
0.000351 0.000000 67447.192437
-0.099689 0.000000 67599.701634
-0.099652 0.000000 72708.759739
-0.099724 0.000000 75282.352441
0.000652 0.000000 76235.534923
0.000449 0.000000 77055.271857
0.000383 0.000000 77760.626894
0.000410 0.000000 78351.600033
0.000308 0.000000 78751.936676
-0.099632 0.000000 80963.320034
-0.099498 0.000000 81573.356823
-0.099686 0.000000 81859.311568
-0.099553 0.000000 85042.941058
-0.099635 0.000000 85557.659598
0.000403 0.000000 94002.856390
-0.099538 0.000000 95394.502814
0.000255 0.000000 96824.276537
0.000491 0.000000 97891.840917
0.000319 0.000000 100293.860772
0.000712 0.000000 101990.525591
0.000341 0.000000 103096.217270
-0.099656 0.000000 103572.808511
-0.099568 0.000000 109787.558295
0.000414 0.000000 110893.249974
-0.099471 0.000000 115659.162385
0.000343 0.000000 122579.267205
0.000406 0.000000 125343.496403
0.000379 0.000000 171649.101387
0.000423 0.000000 205601.461401
